step,train_loss,train_vqa_open,train_vqa_close
0,6.735009670257568,"tensor(0.0152, device='cuda:0')","tensor(0.0462, device='cuda:0')"
0,6.448302268981934,"tensor(0.0238, device='cuda:0')","tensor(0.0606, device='cuda:0')"
0,6.953105926513672,"tensor(0.0190, device='cuda:0')","tensor(0.0507, device='cuda:0')"
0,7.0009684562683105,"tensor(0.0147, device='cuda:0')","tensor(0.0507, device='cuda:0')"
0,6.695842742919922,"tensor(0.0129, device='cuda:0')","tensor(0.0409, device='cuda:0')"
0,6.747655391693115,"tensor(0.0129, device='cuda:0')","tensor(0.0390, device='cuda:0')"
0,6.807204723358154,"tensor(0.0144, device='cuda:0')","tensor(0.0456, device='cuda:0')"
0,6.6738739013671875,"tensor(0.0130, device='cuda:0')","tensor(0.0415, device='cuda:0')"
1,6.2499680519104,"tensor(0.0166, device='cuda:0')","tensor(0.0464, device='cuda:0')"
1,7.317954063415527,"tensor(0.0174, device='cuda:0')","tensor(0.0424, device='cuda:0')"
1,6.8329668045043945,"tensor(0.0153, device='cuda:0')","tensor(0.0424, device='cuda:0')"
1,6.366039752960205,"tensor(0.0153, device='cuda:0')","tensor(0.0427, device='cuda:0')"
1,6.691156387329102,"tensor(0.0252, device='cuda:0')","tensor(0.0427, device='cuda:0')"
1,7.243941783905029,"tensor(0.0252, device='cuda:0')","tensor(0.0487, device='cuda:0')"
1,6.5649638175964355,"tensor(0.0240, device='cuda:0')","tensor(0.0487, device='cuda:0')"
1,6.362970352172852,"tensor(0.0214, device='cuda:0')","tensor(0.0487, device='cuda:0')"
2,6.756998062133789,"tensor(0.0214, device='cuda:0')","tensor(0.0517, device='cuda:0')"
2,6.577633857727051,"tensor(0.0214, device='cuda:0')","tensor(0.0500, device='cuda:0')"
2,6.947937965393066,"tensor(0.0214, device='cuda:0')","tensor(0.0546, device='cuda:0')"
2,6.55938720703125,"tensor(0.0204, device='cuda:0')","tensor(0.0562, device='cuda:0')"
2,6.74381160736084,"tensor(0.0219, device='cuda:0')","tensor(0.0563, device='cuda:0')"
2,6.944836139678955,"tensor(0.0211, device='cuda:0')","tensor(0.0577, device='cuda:0')"
2,7.0957255363464355,"tensor(0.0211, device='cuda:0')","tensor(0.0554, device='cuda:0')"
2,6.535986423492432,"tensor(0.0225, device='cuda:0')","tensor(0.0529, device='cuda:0')"
3,6.5618181228637695,"tensor(0.0210, device='cuda:0')","tensor(0.0529, device='cuda:0')"
3,6.847028732299805,"tensor(0.0213, device='cuda:0')","tensor(0.0529, device='cuda:0')"
3,6.5701799392700195,"tensor(0.0235, device='cuda:0')","tensor(0.0513, device='cuda:0')"
3,6.530519485473633,"tensor(0.0235, device='cuda:0')","tensor(0.0481, device='cuda:0')"
3,6.590416431427002,"tensor(0.0245, device='cuda:0')","tensor(0.0467, device='cuda:0')"
3,6.6208624839782715,"tensor(0.0238, device='cuda:0')","tensor(0.0488, device='cuda:0')"
3,6.492431163787842,"tensor(0.0232, device='cuda:0')","tensor(0.0500, device='cuda:0')"
3,6.600658416748047,"tensor(0.0232, device='cuda:0')","tensor(0.0497, device='cuda:0')"
4,6.746065139770508,"tensor(0.0233, device='cuda:0')","tensor(0.0497, device='cuda:0')"
4,6.73849630355835,"tensor(0.0235, device='cuda:0')","tensor(0.0512, device='cuda:0')"
4,6.4767022132873535,"tensor(0.0237, device='cuda:0')","tensor(0.0499, device='cuda:0')"
4,6.915754795074463,"tensor(0.0237, device='cuda:0')","tensor(0.0473, device='cuda:0')"
4,6.3464789390563965,"tensor(0.0231, device='cuda:0')","tensor(0.0460, device='cuda:0')"
4,6.613622665405273,"tensor(0.0233, device='cuda:0')","tensor(0.0473, device='cuda:0')"
4,6.979284763336182,"tensor(0.0238, device='cuda:0')","tensor(0.0473, device='cuda:0')"
4,7.195090293884277,"tensor(0.0238, device='cuda:0')","tensor(0.0470, device='cuda:0')"
5,6.778436183929443,"tensor(0.0239, device='cuda:0')","tensor(0.0470, device='cuda:0')"
5,6.856717109680176,"tensor(0.0241, device='cuda:0')","tensor(0.0470, device='cuda:0')"
5,7.115840435028076,"tensor(0.0231, device='cuda:0')","tensor(0.0470, device='cuda:0')"
5,6.182736396789551,"tensor(0.0220, device='cuda:0')","tensor(0.0470, device='cuda:0')"
5,6.816327095031738,"tensor(0.0216, device='cuda:0')","tensor(0.0460, device='cuda:0')"
5,6.387093544006348,"tensor(0.0216, device='cuda:0')","tensor(0.0473, device='cuda:0')"
5,6.78633975982666,"tensor(0.0229, device='cuda:0')","tensor(0.0466, device='cuda:0')"
5,6.580531597137451,"tensor(0.0243, device='cuda:0')","tensor(0.0466, device='cuda:0')"
6,6.684575080871582,"tensor(0.0238, device='cuda:0')","tensor(0.0456, device='cuda:0')"
6,6.399026870727539,"tensor(0.0238, device='cuda:0')","tensor(0.0448, device='cuda:0')"
6,6.518059730529785,"tensor(0.0234, device='cuda:0')","tensor(0.0451, device='cuda:0')"
6,7.14015007019043,"tensor(0.0230, device='cuda:0')","tensor(0.0460, device='cuda:0')"
6,6.597675323486328,"tensor(0.0227, device='cuda:0')","tensor(0.0469, device='cuda:0')"
6,7.025374889373779,"tensor(0.0243, device='cuda:0')","tensor(0.0469, device='cuda:0')"
6,6.716001033782959,"tensor(0.0240, device='cuda:0')","tensor(0.0461, device='cuda:0')"
6,6.854921817779541,"tensor(0.0259, device='cuda:0')","tensor(0.0470, device='cuda:0')"
7,6.722754001617432,"tensor(0.0251, device='cuda:0')","tensor(0.0470, device='cuda:0')"
7,6.389136791229248,"tensor(0.0248, device='cuda:0')","tensor(0.0463, device='cuda:0')"
7,6.783968448638916,"tensor(0.0243, device='cuda:0')","tensor(0.0472, device='cuda:0')"
7,6.5935468673706055,"tensor(0.0240, device='cuda:0')","tensor(0.0479, device='cuda:0')"
7,6.883472919464111,"tensor(0.0236, device='cuda:0')","tensor(0.0487, device='cuda:0')"
7,6.701918601989746,"tensor(0.0229, device='cuda:0')","tensor(0.0487, device='cuda:0')"
7,6.5748610496521,"tensor(0.0242, device='cuda:0')","tensor(0.0485, device='cuda:0')"
7,7.024872779846191,"tensor(0.0242, device='cuda:0')","tensor(0.0486, device='cuda:0')"
8,6.463742256164551,"tensor(0.0238, device='cuda:0')","tensor(0.0495, device='cuda:0')"
