step,train_loss,train_vqa_open,train_vqa_close
0,0.005202732514590025,"tensor(0., device='cuda:0')","tensor(0.7778, device='cuda:0')"
0,0.05181841552257538,"tensor(0.0882, device='cuda:0')","tensor(0.7778, device='cuda:0')"
0,0.0009360457770526409,"tensor(0.0882, device='cuda:0')","tensor(0.8667, device='cuda:0')"
0,0.022749165073037148,"tensor(0.0952, device='cuda:0')","tensor(0.8889, device='cuda:0')"
0,0.22236356139183044,"tensor(0.2128, device='cuda:0')","tensor(0.8889, device='cuda:0')"
0,0.006284976843744516,"tensor(0.2062, device='cuda:0')","tensor(0.7619, device='cuda:0')"
0,0.0015969575615599751,"tensor(0.2062, device='cuda:0')","tensor(0.8077, device='cuda:0')"
0,0.023256761953234673,"tensor(0.2000, device='cuda:0')","tensor(0.8214, device='cuda:0')"
1,0.01489906944334507,"tensor(0.1905, device='cuda:0')","tensor(0.7667, device='cuda:0')"
1,0.0031074692960828543,"tensor(0.1780, device='cuda:0')","tensor(0.7188, device='cuda:0')"
1,0.04256722331047058,"tensor(0.1705, device='cuda:0')","tensor(0.7188, device='cuda:0')"
1,0.014836426824331284,"tensor(0.1702, device='cuda:0')","tensor(0.6571, device='cuda:0')"
1,0.03981257975101471,"tensor(0.1655, device='cuda:0')","tensor(0.6571, device='cuda:0')"
1,0.05424835905432701,"tensor(0.1622, device='cuda:0')","tensor(0.6571, device='cuda:0')"
1,0.008708159439265728,"tensor(0.1667, device='cuda:0')","tensor(0.6757, device='cuda:0')"
1,0.009284719824790955,"tensor(0.1634, device='cuda:0')","tensor(0.6923, device='cuda:0')"
2,0.0016897708410397172,"tensor(0.1634, device='cuda:0')","tensor(0.7333, device='cuda:0')"
2,0.02012678235769272,"tensor(0.1592, device='cuda:0')","tensor(0.7333, device='cuda:0')"
2,0.0014925345312803984,"tensor(0.1592, device='cuda:0')","tensor(0.7647, device='cuda:0')"
2,0.0009463863098062575,"tensor(0.1592, device='cuda:0')","tensor(0.7368, device='cuda:0')"
2,0.010697978548705578,"tensor(0.1676, device='cuda:0')","tensor(0.7368, device='cuda:0')"
2,0.029047613963484764,"tensor(0.1751, device='cuda:0')","tensor(0.7458, device='cuda:0')"
2,0.013363666832447052,"tensor(0.1751, device='cuda:0')","tensor(0.7213, device='cuda:0')"
2,0.0021191455889493227,"tensor(0.1751, device='cuda:0')","tensor(0.7121, device='cuda:0')"
3,0.07425788044929504,"tensor(0.1703, device='cuda:0')","tensor(0.7121, device='cuda:0')"
3,0.0018440979765728116,"tensor(0.1703, device='cuda:0')","tensor(0.6620, device='cuda:0')"
3,0.0010783079778775573,"tensor(0.1703, device='cuda:0')","tensor(0.6842, device='cuda:0')"
3,0.001496030599810183,"tensor(0.1703, device='cuda:0')","tensor(0.6667, device='cuda:0')"
3,0.0007816726574674249,"tensor(0.1703, device='cuda:0')","tensor(0.6824, device='cuda:0')"
3,0.012360690161585808,"tensor(0.1693, device='cuda:0')","tensor(0.6854, device='cuda:0')"
3,0.02191799506545067,"tensor(0.1737, device='cuda:0')","tensor(0.6703, device='cuda:0')"
3,0.030086522921919823,"tensor(0.1659, device='cuda:0')","tensor(0.6703, device='cuda:0')"
