step,train_loss,train_vqa_open,train_vqa_close
0,6.6266937255859375,"tensor(0.0597, device='cuda:0')","tensor(0.0756, device='cuda:0')"
0,6.54197883605957,"tensor(0.0435, device='cuda:0')","tensor(0.0756, device='cuda:0')"
0,6.333762168884277,"tensor(0.0710, device='cuda:0')","tensor(0.0600, device='cuda:0')"
0,6.581387042999268,"tensor(0.0647, device='cuda:0')","tensor(0.0503, device='cuda:0')"
0,6.5424675941467285,"tensor(0.0577, device='cuda:0')","tensor(0.0503, device='cuda:0')"
0,6.514500141143799,"tensor(0.0648, device='cuda:0')","tensor(0.0569, device='cuda:0')"
0,6.776051044464111,"tensor(0.0748, device='cuda:0')","tensor(0.0498, device='cuda:0')"
0,6.522458553314209,"tensor(0.1285, device='cuda:0')","tensor(0.0453, device='cuda:0')"
1,6.37744140625,"tensor(0.1153, device='cuda:0')","tensor(0.0453, device='cuda:0')"
1,6.7386345863342285,"tensor(0.1255, device='cuda:0')","tensor(0.0517, device='cuda:0')"
1,6.511938571929932,"tensor(0.1255, device='cuda:0')","tensor(0.0510, device='cuda:0')"
1,6.597986221313477,"tensor(0.1255, device='cuda:0')","tensor(0.0436, device='cuda:0')"
1,6.652610778808594,"tensor(0.1252, device='cuda:0')","tensor(0.0473, device='cuda:0')"
1,6.684696674346924,"tensor(0.1290, device='cuda:0')","tensor(0.0504, device='cuda:0')"
1,6.414389133453369,"tensor(0.1237, device='cuda:0')","tensor(0.0472, device='cuda:0')"
1,6.6017656326293945,"tensor(0.1154, device='cuda:0')","tensor(0.0472, device='cuda:0')"
2,6.512226104736328,"tensor(0.1154, device='cuda:0')","tensor(0.0426, device='cuda:0')"
2,6.570686340332031,"tensor(0.1103, device='cuda:0')","tensor(0.0459, device='cuda:0')"
2,6.450623512268066,"tensor(0.1040, device='cuda:0')","tensor(0.0438, device='cuda:0')"
2,6.535314083099365,"tensor(0.1013, device='cuda:0')","tensor(0.0438, device='cuda:0')"
2,6.218527317047119,"tensor(0.0943, device='cuda:0')","tensor(0.0438, device='cuda:0')"
2,6.560876846313477,"tensor(0.0888, device='cuda:0')","tensor(0.0438, device='cuda:0')"
2,6.366425514221191,"tensor(0.0862, device='cuda:0')","tensor(0.0468, device='cuda:0')"
2,6.503530502319336,"tensor(0.0833, device='cuda:0')","tensor(0.0487, device='cuda:0')"
3,6.858239650726318,"tensor(0.0819, device='cuda:0')","tensor(0.0487, device='cuda:0')"
3,6.68748664855957,"tensor(0.0805, device='cuda:0')","tensor(0.0465, device='cuda:0')"
3,6.570118427276611,"tensor(0.0805, device='cuda:0')","tensor(0.0468, device='cuda:0')"
3,6.611088275909424,"tensor(0.0805, device='cuda:0')","tensor(0.0469, device='cuda:0')"
3,6.420443534851074,"tensor(0.0800, device='cuda:0')","tensor(0.0452, device='cuda:0')"
3,6.485611438751221,"tensor(0.0773, device='cuda:0')","tensor(0.0440, device='cuda:0')"
3,6.60291051864624,"tensor(0.0755, device='cuda:0')","tensor(0.0428, device='cuda:0')"
3,6.626784801483154,"tensor(0.0750, device='cuda:0')","tensor(0.0428, device='cuda:0')"
4,6.716566562652588,"tensor(0.0741, device='cuda:0')","tensor(0.0438, device='cuda:0')"
4,6.337742805480957,"tensor(0.0710, device='cuda:0')","tensor(0.0438, device='cuda:0')"
4,6.402175426483154,"tensor(0.0699, device='cuda:0')","tensor(0.0455, device='cuda:0')"
4,6.606276035308838,"tensor(0.0698, device='cuda:0')","tensor(0.0469, device='cuda:0')"
4,6.2743072509765625,"tensor(0.0698, device='cuda:0')","tensor(0.0445, device='cuda:0')"
4,6.563025951385498,"tensor(0.0696, device='cuda:0')","tensor(0.0459, device='cuda:0')"
4,6.707157611846924,"tensor(0.0708, device='cuda:0')","tensor(0.0459, device='cuda:0')"
4,6.676873683929443,"tensor(0.0742, device='cuda:0')","tensor(0.0459, device='cuda:0')"
5,6.298824787139893,"tensor(0.0733, device='cuda:0')","tensor(0.0474, device='cuda:0')"
5,6.497337818145752,"tensor(0.0733, device='cuda:0')","tensor(0.0476, device='cuda:0')"
5,6.276186943054199,"tensor(0.0718, device='cuda:0')","tensor(0.0492, device='cuda:0')"
5,6.724092960357666,"tensor(0.0704, device='cuda:0')","tensor(0.0483, device='cuda:0')"
5,6.353344440460205,"tensor(0.0685, device='cuda:0')","tensor(0.0471, device='cuda:0')"
5,6.206045150756836,"tensor(0.0669, device='cuda:0')","tensor(0.0471, device='cuda:0')"
5,6.416388511657715,"tensor(0.0669, device='cuda:0')","tensor(0.0483, device='cuda:0')"
5,6.365513801574707,"tensor(0.0685, device='cuda:0')","tensor(0.0483, device='cuda:0')"
6,6.507375717163086,"tensor(0.0684, device='cuda:0')","tensor(0.0497, device='cuda:0')"
6,6.340915203094482,"tensor(0.0665, device='cuda:0')","tensor(0.0497, device='cuda:0')"
6,6.456874847412109,"tensor(0.0721, device='cuda:0')","tensor(0.0497, device='cuda:0')"
6,6.2814154624938965,"tensor(0.0721, device='cuda:0')","tensor(0.0480, device='cuda:0')"
6,6.605517864227295,"tensor(0.0721, device='cuda:0')","tensor(0.0479, device='cuda:0')"
6,6.4730119705200195,"tensor(0.0721, device='cuda:0')","tensor(0.0483, device='cuda:0')"
6,6.709076404571533,"tensor(0.0721, device='cuda:0')","tensor(0.0487, device='cuda:0')"
6,6.686818599700928,"tensor(0.0728, device='cuda:0')","tensor(0.0495, device='cuda:0')"
7,6.556916236877441,"tensor(0.0748, device='cuda:0')","tensor(0.0495, device='cuda:0')"
7,7.172308444976807,"tensor(0.0741, device='cuda:0')","tensor(0.0504, device='cuda:0')"
